ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04660	T cell receptor signaling pathway	97	0.41330973353055	1.66525034750483	0.00309597523219814	0.0323857127980839	0.0247729602043221	3193	tags=44%, list=26%, signal=33%	29851/1493/3932/917/919/915/3458/959/3702/925/1019/5788/916/3937/940/4793/5603/5588/4690/5604/4794/7124/5133/8440/10125/5605/9402/5594/6654/4792/4893/1147/3558/2932/6300/4775/1432/7006/1326/5058/926/5534/2885
hsa04650	Natural killer cell mediated cytotoxicity	109	0.411474700370374	1.68572825081339	0.00308641975308642	0.0323857127980839	0.0247729602043221	3290	tags=45%, list=26%, signal=33%	3002/3932/5551/3823/919/3806/3458/5336/3824/3804/80328/3810/637/3689/259197/3383/4068/962/3937/2207/5880/3452/6850/5604/7124/3135/356/7305/5605/2215/5594/6654/4277/9437/5578/4893/5582/3805/51744/836/8795/5058/3106/3455/5534/5579/2885/3439/3803
hsa03013	RNA transport	131	0.410820415573577	1.7340199701064	0.0032258064516129	0.0323857127980839	0.0247729602043221	3380	tags=40%, list=27%, signal=29%	10460/1978/55110/54913/9688/8894/11260/10799/9631/4116/5042/8761/6396/23165/8662/10248/55706/79833/9775/29107/23636/5905/9513/5901/10775/10557/4927/79902/1981/26986/11171/10762/8480/8891/11097/26019/10940/4686/9972/81929/10556/3646/9470/387082/1977/57122/8563/7514/79023/3837/9818/56000
hsa05162	Measles	120	0.396382622996912	1.6538190057675	0.003125	0.0323857127980839	0.0247729602043221	2605	tags=36%, list=21%, signal=29%	898/9134/4599/3559/6772/3561/917/3654/915/4938/4940/3458/64135/1019/916/4068/4939/940/23586/4793/7128/5588/6504/3452/3569/7097/2213/3596/4478/356/3310/1460/5610/4792/9367/10379/9641/3593/1147/3558/2932/3592/3560
hsa01200	Carbon metabolism	104	0.389684620269166	1.57770454148544	0.00308641975308642	0.0323857127980839	0.0247729602043221	1827	tags=31%, list=15%, signal=26%	29968/26227/5214/4199/6472/3101/2821/5226/7086/4200/5723/3418/7167/2597/5230/2023/2539/5223/6888/50/1737/4190/5315/39/3419/10993/5160/2805/54363/22934/2653/3099
hsa04066	HIF-1 signaling pathway	96	0.388998319343607	1.56176357095181	0.00313479623824451	0.0323857127980839	0.0247729602043221	3002	tags=42%, list=24%, signal=32%	5163/1978/51378/7037/3101/3458/5336/3162/2597/5230/2023/7428/6513/7422/6921/5160/5604/9978/3569/4055/3091/3099/1956/1536/5605/1950/5054/6199/5594/5578/5161/3570/3939/5582/4878/2027/9470/5211/1977/54583
hsa04062	Chemokine signaling pathway	162	0.377720597455845	1.65624361881672	0.00316455696202532	0.0323857127980839	0.0247729602043221	1297	tags=21%, list=10%, signal=19%	3627/10563/6373/4283/6362/6355/2921/6364/3576/6352/10663/1230/6772/6347/6351/3055/1237/1236/4067/6354/114/3702/6361/1794/1234/6367/6375/6374/2919/409/4793/2792/6360/5880
hsa05152	Tuberculosis	162	0.373782841783304	1.63897719821632	0.00316455696202532	0.0323857127980839	0.0247729602043221	2821	tags=34%, list=23%, signal=27%	820/51806/6772/64581/3126/3112/8767/3654/1054/1051/3458/1520/11151/1594/50617/54205/91860/8877/3329/637/3689/7096/2207/3929/4360/5603/929/533/3452/6850/7124/1509/3569/7097/1378/8772/64170/3119/843/2213/8625/3920/2215/3587/5594/3593/9103/3592/6300/9114/10333/3109/3108/1432/3552
hsa05164	Influenza A	154	0.366701542382358	1.59345762919307	0.00320512820512821	0.0323857127980839	0.0247729602043221	2821	tags=35%, list=23%, signal=27%	3627/3576/56649/6352/4599/6772/6347/3838/3126/3112/5645/91543/5646/4938/4940/3458/64135/54205/2224/3383/4939/23586/4793/5603/3452/5604/7124/29107/3569/3119/9021/834/356/3310/5605/5610/5594/8480/4792/10379/5578/9641/5371/3593/10625/2932/3592/6300/3267/3109/5606/3108/1432/3552
hsa04210	Apoptosis	130	0.35336310380318	1.49101675607358	0.00634920634920635	0.045921004060539	0.0351265761302481	2391	tags=29%, list=19%, signal=24%	597/332/3002/4001/1515/1521/1075/5551/84823/330/7277/1520/54205/578/1439/84790/637/1514/10376/142/468/5604/7124/1509/8772/843/7186/9131/8739/356/5605/5594/4792/10018/7185/5366/4893/835
hsa05203	Viral carcinogenesis	164	0.351560041405842	1.54396477321138	0.00320512820512821	0.0323857127980839	0.0247729602043221	3110	tags=35%, list=25%, signal=26%	991/890/983/1111/898/9134/6502/85236/1237/1029/8970/4067/2957/5902/55697/3066/578/1019/1234/8345/7534/5315/3018/468/6850/1030/4055/7186/1959/3135/5933/5610/1642/5594/9734/4792/5567/3134/23352/7185/10379/5366/4893/1232/2960/23513/9114/2958/10971/7533/9519/5568/836/1233/6714/3106/8379
hsa05169	Epstein-Barr virus infection	181	0.340294032132685	1.50843005457761	0.00343642611683849	0.0323857127980839	0.0247729602043221	3104	tags=38%, list=25%, signal=29%	890/983/952/6502/3126/4609/5709/3654/4067/3458/5713/5336/5435/11047/3066/3383/10213/23586/7534/4793/5603/5440/7979/7128/930/5714/6850/5702/4794/5708/2208/5433/3119/5704/5901/7186/5971/3135/1380/3310/958/10622/1460/5610/3587/4792/5567/3134/7185/1147/5718/2932/6300/2960/5437/5606/6693/5707/10971/1432/7533/9519/5568/3122/5757/3106/6688/9533
hsa05166	HTLV-I infection	232	0.340061813026894	1.57141112786895	0.0037593984962406	0.0343874391862008	0.0263041504690519	1147	tags=19%, list=9%, signal=17%	991/4605/9133/4085/7850/1111/9232/8061/701/3932/3559/3126/3112/8326/4609/3561/5111/917/1869/1029/22808/915/7412/114/5427/2005/5902/55697/1871/1031/2224/292/1019/3689/5424/916/467/3383/11200/706/7473/3600/6513
hsa04060	Cytokine-cytokine receptor interaction	249	0.337189389849155	1.5535955446717	0.00392156862745098	0.0348459383753501	0.0266548724753059	2607	tags=33%, list=21%, signal=27%	3627/10563/6373/4283/6362/7850/6355/2921/6364/3595/3576/8792/6352/10663/3559/1230/6347/3561/6351/1237/1236/8200/11009/4050/3574/3575/6354/608/3458/959/27242/50615/1439/9235/6361/1234/9466/6367/6375/6374/3600/2919/8807/939/6360/10220/3467/6357/3452/3601/64109/7124/29949/3569/4049/7852/4055/8808/3556/6376/3596/7293/2833/655/356/7133/958/1438/3587/6356/56300/3570/3578/3593/3558/2829/729230/3623/1232/3592/3560/3589
hsa04621	NOD-like receptor signaling pathway	141	0.332825247837837	1.43141995381522	0.00634920634920635	0.045921004060539	0.0351265761302481	3112	tags=38%, list=25%, signal=29%	820/2921/2633/3576/6352/6772/6347/8767/330/9447/4938/4940/1535/4939/7295/838/2919/10059/2634/4793/5603/9051/7128/4210/3452/9474/7124/5027/3569/8772/64170/7226/7186/1536/834/5594/4792/10379/9641/7417/1147/51393/6300/3428/24145/55669/1432/3326/10010/1508/10135/64127/3455
hsa04151	PI3K-Akt signaling pathway	320	-0.338797314156387	-1.46474147580759	0.00131233595800525	0.0323857127980839	0.0247729602043221	1987	tags=23%, list=16%, signal=20%	2252/7059/92579/5563/5295/6794/1288/7010/3910/3371/3082/1291/4602/3791/1027/90993/3441/3643/1129/2322/1975/7450/596/3685/1942/2149/1280/4804/3675/595/2261/7248/2246/4803/3912/1902/1278/1277/2846/2057/1293/2247/55970/5618/7058/10161/56034/3693/4254/3480/4908/5159/1292/3908/2690/3909/8817/4915/3551/2791/63923/3913/3667/1287/3679/7060/3479/80310/1311/5105/2066/1101
hsa04510	Focal adhesion	188	-0.419063369797766	-1.71208610502158	0.00138121546961326	0.0323857127980839	0.0247729602043221	2172	tags=27%, list=17%, signal=23%	5228/7424/1499/4636/83660/7059/5295/1288/23396/3910/3371/3082/1291/394/3791/7450/596/3685/1280/3675/595/2318/3912/1793/1278/1277/1293/10398/55742/2317/7058/25759/56034/3693/3480/5159/857/1292/3908/3909/63923/3913/1287/3679/7060/3479/10451/80310/1311/1101
hsa05204	Chemical carcinogenesis	59	-0.452924451909301	-1.55033656033592	0.00615384615384615	0.045921004060539	0.0351265761302481	3012	tags=39%, list=24%, signal=30%	1576/1571/56267/1558/222/2949/6799/1553/7366/1543/1548/27306/6817/2948/126/2946/2944/2953/2952/2947/125/9
hsa05410	Hypertrophic cardiomyopathy (HCM)	77	-0.460110322523935	-1.65936354773484	0.00298953662182362	0.0323857127980839	0.0247729602043221	2849	tags=36%, list=23%, signal=28%	51422/8516/6546/3672/7169/783/5562/7139/27091/6443/5563/5564/3685/7168/3675/7042/55799/27092/6444/3693/775/3908/7043/3679/3479/9254/776
hsa04512	ECM-receptor interaction	78	-0.479310167513852	-1.73482964350123	0.00149253731343284	0.0323857127980839	0.0247729602043221	1975	tags=36%, list=16%, signal=30%	1288/3910/3371/1291/7450/3685/948/1280/3675/9900/3912/1278/1277/1293/7058/3693/3339/1292/3908/3909/63923/3913/1287/3679/7060/1311/1101
hsa04923	Regulation of lipolysis in adipocytes	51	-0.493971242887261	-1.64234291183214	0.0031104199066874	0.0323857127980839	0.0247729602043221	2613	tags=35%, list=21%, signal=28%	5742/57104/154/107/11145/8660/108/5295/3643/5592/4881/5733/3991/4886/3667/2167/5346
hsa04974	Protein digestion and absorption	75	-0.509968010706641	-1.83030126220605	0.00151745068285281	0.0323857127980839	0.0247729602043221	1880	tags=40%, list=15%, signal=34%	5547/1291/1301/80781/482/1280/1306/1278/481/1277/81578/4311/1293/1281/50509/1290/477/1294/1360/1289/1292/23428/1359/1300/1287/6505/2006/7373/1308
hsa00982	Drug metabolism - cytochrome P450	49	-0.543255814719168	-1.79114558147304	0.00157232704402516	0.0323857127980839	0.0247729602043221	1468	tags=51%, list=12%, signal=45%	4258/2329/220/1576/1571/1558/222/2949/2328/7366/1548/27306/316/2948/126/2946/2944/2953/2952/4128/2947/4129/125/2330
hsa00350	Tyrosine metabolism	32	-0.560506903840188	-1.67250407835274	0.00341880341880342	0.0323857127980839	0.0247729602043221	1624	tags=34%, list=13%, signal=30%	2184/1621/2954/316/126/8639/4128/6898/4129/125
hsa04710	Circadian rhythm	27	-0.594844403039077	-1.74807133449689	0.00485436893203883	0.0399229781771502	0.0305384771299237	3580	tags=70%, list=29%, signal=50%	4862/1454/23291/406/5187/51422/5562/1407/8945/5563/6500/5564/8863/79365/8553/8864/6097/1408
